"id","created_at","updated_at","pc1","pc2","pc3","pc4","pc5","cluster_id","anomalies","os","device_id","keys","lock","timezone","app_name","customer_name","unlockallowed","unlocksupported","weeks","days","hours","minutes","sysbootreason","device_type","end_time"
"01H96SW6H0Q6CK3YWGZC2HZ9K5",2023-08-31 04:02:45.000 +0530,2023-08-31 04:02:45.000 +0530,22.285176884835803,-11.381350693026171,-6.991764850488964,2.7347785359620147,4.942956695033774,"167",false,"0.901.103","2323LZ52GZD8",user/release-keys,t,America/Los_Angeles,default,,false,true,0,0,0,15,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AJ22RMEYTCQ4V2P2JE",2023-08-21 13:47:08.000 +0530,2023-08-21 13:47:08.000 +0530,-12.68021343443746,3.7489284222825923,-13.254339944870344,4.9684841154570805,-2.7678117761443404,"150",false,"0.901.96","2324LZ53M4T8",user/release-keys,t,GMT,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AENNFEVDQGMNRH9G43",2023-08-03 18:47:05.000 +0530,2023-08-03 18:47:05.000 +0530,-9.828178436835282,-2.0036269826326767,6.572626824743355,4.111147662156293,0.3088066646510561,"139",false,"0.901.96","2323LZ537BP8",user/release-keys,t,Europe/Prague,default,,false,true,0,1,5,53,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GNG4A6MDYT6XXNYMQ1",2023-09-01 02:31:52.000 +0530,2023-09-01 02:31:52.000 +0530,-8.70335122242907,-1.1702074163216354,-0.7723905566465429,0.13527570087458055,0.44895186108141955,"165",false,"0.901.103","2323LZ537CG8",user/release-keys,t,America/Los_Angeles,default,,false,true,0,5,17,58,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GPD5T0P5MB0GV531B4",2023-08-30 16:11:08.000 +0530,2023-08-30 16:11:08.000 +0530,22.22136648457307,-11.305529016776239,-6.7385785272902945,2.955735075071938,4.984900049903909,"167",false,"0.901.103","2241LZ55H7X8",user/release-keys,t,Asia/Calcutta,default,,false,true,0,0,3,42,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GCKXA4S70B1JY4869Z",2023-09-01 03:03:36.000 +0530,2023-09-01 03:03:36.000 +0530,-8.959090612373771,0.4664181279790388,-1.3258815266502069,1.4073631367572428,-0.5473828912944679,"165",false,"0.901.103","2241LZ502B38",user/release-keys,t,America/Detroit,default,,false,true,0,3,1,30,kernel_panic,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4YPDNVM9HKFNA68VYAQ",2023-08-28 17:21:12.000 +0530,2023-08-28 17:21:12.000 +0530,-13.518194981057425,-13.165313300055775,-2.064858305010918,-2.460695252845055,-1.4770935090896373,"159",false,"0.901.50","2324LZ53M4X8",user/release-keys,t,Asia/Chongqing,default,,false,true,0,0,1,32,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AHEZTC1ZF21DGAYSY9",2023-08-30 13:37:52.000 +0530,2023-08-30 13:37:52.000 +0530,2.851716189668692,8.239003983968951,-4.823720850176315,-1.539638259378859,11.806196806252585,"145",false,"0.901.96","2241LZ5029F8",user/release-keys,t,Europe/Berlin,default,,false,true,1,2,0,51,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6W5ET05ZS1SR887M070",2023-08-30 00:22:11.000 +0530,2023-08-30 00:22:11.000 +0530,-3.0178249493804588,6.24894043757295,13.428416942382693,6.322131266972448,1.0629823228100685,"200",false,"0.901.100","2323LZ52GZ18",user/release-keys,t,America/New_York,default,,false,true,0,0,0,23,kernel_panic,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GFG30JEXT4RCSWB2P1",2023-09-01 00:50:03.000 +0530,2023-09-01 00:50:03.000 +0530,-4.745851567911555,-2.7628649247828037,4.977940164511856,-3.866476147467237,-0.8442504914720736,"165",false,"0.901.103","2323LZ50B918",user/release-keys,t,Asia/Taipei,default,,false,true,1,0,6,7,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6G88N20A6NP5DZ4N8BK",2023-08-25 07:49:30.000 +0530,2023-08-25 07:49:30.000 +0530,30.80201121081271,1.3402055257665664,-13.831649550759852,0.1740318984423121,-10.620678737676917,"169",false,"0.901.103","2237LZ513VU8",userdebug/release-keys,t,America/Los_Angeles,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6W67SG258EWAQ6C219J",2023-08-16 15:59:05.000 +0530,2023-08-16 15:59:05.000 +0530,3.0218332570751576,29.200519002843702,-24.674732608308346,15.13133999551151,-3.967363384215928,"195",false,"0.901.100","2241LZ5023L8",userdebug/release-keys,t,Asia/Hong_Kong,default,,false,true,0,1,0,1,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6G59D0BDEVE1Q8NQBSC",2023-08-31 21:48:20.000 +0530,2023-08-31 21:48:20.000 +0530,-8.869989948282178,1.378753256931152,-0.2115438264093059,0.9188475264992286,-0.48019637051003355,"165",false,"0.901.103","2241LZ502AN8",user/release-keys,t,America/Atikokan,default,,false,true,1,0,2,48,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GMWR210VWWG2NYZSA0",2023-08-24 23:08:27.000 +0530,2023-08-24 23:08:27.000 +0530,-6.703757636412271,-0.9657356165140569,3.0783378763249782,3.057480443592009,0.06566792556666773,"165",false,"0.901.103","2323LZ52GZP8",user/release-keys,t,America/Bahia_Banderas,default,,false,true,0,0,8,19,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AJ0HEQFD4W8E20STHS",2023-08-26 01:20:04.000 +0530,2023-08-26 01:20:04.000 +0530,25.46585836044665,1.7434987010902743,-1.4655933197029087,1.0487879539704716,-0.01445621349426219,"140",false,"0.901.96","2241LZ502DL8",user/release-keys,t,America/Chicago,default,,false,true,4,3,6,33,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GD5DC56F645F29XJKB",2023-09-01 02:20:31.000 +0530,2023-09-01 02:20:31.000 +0530,-8.199605292621888,1.4463991153216023,1.4750916293653986,2.33850479921231,0.048371802416040485,"165",false,"0.901.103","2323LZ535HV8",user/release-keys,t,Europe/Belfast,default,,false,true,1,0,5,50,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6KCKCS68WGD48SATFFF",2023-08-19 13:51:15.000 +0530,2023-08-19 13:51:15.000 +0530,-14.949675545278978,0.4868914780325619,-3.720121569785866,0.9587583986788826,0.33949837294541857,"182",false,"0.901.102","2323LZ535L08",user/release-keys,t,Asia/Chongqing,default,,false,true,0,1,14,6,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6KDZWR9D9X2RBYEYJXS",2023-08-23 23:43:53.000 +0530,2023-08-23 23:43:53.000 +0530,9.132337076613592,14.158089405603256,1.5237592007491316,-7.594195312693003,-1.3379972333367265,"185",false,"0.901.102","2323LZ535JD8",user/release-keys,t,America/Lima,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GHYKDRCKCWJVVSANPZ",2023-09-01 03:14:48.000 +0530,2023-09-01 03:14:48.000 +0530,-9.55772010786482,0.9254825422951783,-1.3188138468410597,1.7185831295936491,-0.5158691700584749,"165",false,"0.901.103","2241LZ502D08",user/release-keys,t,America/Los_Angeles,default,,false,true,0,5,7,2,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6KDDGQY1P7FDP5SZQRC",2023-08-21 19:54:36.000 +0530,2023-08-21 19:54:36.000 +0530,-14.695077554082667,0.3759431439816406,-3.2315013375978388,0.9555102012499066,0.05139964728104711,"182",false,"0.901.102","2323LZ51VT58",user/release-keys,t,GMT,default,,false,true,0,0,0,0,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6W6CHKC7Q4RKT01NKQQ",2023-08-24 15:23:50.000 +0530,2023-08-24 15:23:50.000 +0530,0.9322668901603912,-6.502621684133284,-2.3406946915343956,2.679810841846982,2.4559155034005276,"190",false,"0.901.100","2327LZ50PBP8",user/release-keys,t,Asia/Chongqing,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6H02NEQZECHDXSETK0V",2023-08-31 08:25:59.000 +0530,2023-08-31 08:25:59.000 +0530,5.435045248139844,-10.328012503086141,-4.215621350304836,1.0535899922928362,1.0675527360995414,"166",false,"0.901.103","2323LZ535KH8",user/release-keys,t,America/Atikokan,default,,false,true,0,0,3,1,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AEDBJ19VHVNQMTE5X9",2023-08-03 18:44:02.000 +0530,2023-08-03 18:44:02.000 +0530,-5.727228828083513,-10.508386970942016,2.454707291486275,-2.0585100411701607,0.24509874394534562,"139",false,"0.901.96","2241LZ55H828",user/release-keys,t,America/New_York,default,,false,true,0,2,21,1,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GWZ3BSTSKPVK898ZH3",2023-09-01 01:27:45.000 +0530,2023-09-01 01:27:45.000 +0530,-6.205504497987496,-1.279310817792205,-2.413208013587047,1.0887107683499837,0.2464304774151537,"165",false,"0.901.103","2326LZ5175E8",user/release-keys,t,America/Denver,default,,false,true,0,3,0,1,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6W3G7VCAE8T78VBG4V2",2023-08-22 12:32:25.000 +0530,2023-08-22 12:32:25.000 +0530,22.828414472039835,4.051955005312954,0.5781200416772317,-8.984174430964142,-2.265654258090621,"192",false,"0.901.100","2323LZ535HZ8",user/release-keys,t,Europe/Berlin,default,,false,true,1,6,21,28,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GKMVMFZC8NZRWQEYNJ",2023-09-01 00:56:45.000 +0530,2023-09-01 00:56:45.000 +0530,-9.801647865931645,0.68381001644312,-1.2505334771258994,1.7672940617656594,-0.46297791334707494,"165",false,"0.901.103","2323LZ51VTU8",user/release-keys,t,Europe/Belfast,default,,false,true,0,1,5,21,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GEG8Z8CNSCEFP28NXF",2023-09-01 02:59:21.000 +0530,2023-09-01 02:59:21.000 +0530,-8.920845838391193,-0.7674551294734213,-0.49005328092022266,0.9184801852381017,-0.7883035697802258,"165",false,"0.901.103","2224LZN3C5F8",userdebug/test-keys,t,Europe/Berlin,default,,false,true,0,3,5,26,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GD7W13W3VTXNNZ5YT7",2023-09-01 02:00:20.000 +0530,2023-09-01 02:00:20.000 +0530,-8.439772300232827,0.4267476211901921,-1.1591027970776522,1.0967505698035558,0.542654353337699,"165",false,"0.901.103","2241LZ5024L8",user/release-keys,t,Europe/Stockholm,default,,false,true,0,1,9,10,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4ADMBA7WPTAH2K8M0J6",2023-08-03 20:23:53.000 +0530,2023-08-03 20:23:53.000 +0530,-6.328282816258522,-4.877407088128458,4.607152430202315,1.419970555294828,0.6075701260803398,"139",false,"0.901.96","2323LZ5173T8",user/release-keys,t,Europe/Belfast,default,,false,true,0,0,22,41,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6W48RAMKP6C1YPK7KDR",2023-08-25 16:07:29.000 +0530,2023-08-25 16:07:29.000 +0530,0.8403056626951625,-10.938480428085136,-4.612995988046237,3.4755402273652782,0.29166181787372514,"190",false,"0.901.100","2323LZ535KG8",user/release-keys,t,Europe/Dublin,default,,false,true,0,0,17,10,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AD7CQE2VJXCGE9QEHF",2023-08-27 17:46:11.000 +0530,2023-08-27 17:46:11.000 +0530,-6.848827036622539,-9.820655956907592,2.483325501759516,-1.2600414227514747,0.46903835006482436,"139",false,"0.901.96","2237LZ513XG8",user/release-keys,t,America/Los_Angeles,default,,false,true,5,4,13,12,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6G74YCCPAJ7C15NVG17",2023-08-31 11:36:09.000 +0530,2023-08-31 11:36:09.000 +0530,14.059538360474855,-6.273756974085536,4.371841851262504,-7.089257257643234,-5.844437158225844,"176",false,"0.901.103","2319LZ513928",userdebug/release-keys,t,GMT,default,,false,true,0,0,0,0,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6KBPNKD9DQGV9D5JQJ6",2023-08-09 13:24:24.000 +0530,2023-08-09 13:24:24.000 +0530,22.175143778211076,-6.460596804823292,-7.079969181570314,1.9633661278551016,-1.7479049893148206,"184",false,"0.901.102","2326LZ51R5Z8",userdebug/release-keys,t,GMT,default,,false,true,0,0,0,0,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AD5RM2J16VH1RPNFKN",2023-08-09 10:26:42.000 +0530,2023-08-09 10:26:42.000 +0530,-6.330587296489671,-9.094785367943693,1.569890549120324,-2.5322016554437115,0.0667302827451531,"139",false,"0.901.96","2323LZ535HM8",user/release-keys,t,America/Chicago,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GV4SEWEAYZMAWX4G77",2023-08-28 11:54:28.000 +0530,2023-08-28 11:54:28.000 +0530,-8.869711443502405,0.6064095670656432,-1.1471583854270593,1.5653737841593713,-0.32091518190129764,"165",false,"0.901.103","2326LZ52DKG8",user/release-keys,t,GMT,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GNQFYX6FM4RKZHP8PV",2023-08-29 11:10:26.000 +0530,2023-08-29 11:10:26.000 +0530,-7.2401688925373024,-0.0843640990976412,2.7120468269821303,1.2204093596967112,-0.23549610285156736,"165",false,"0.901.103","2324LZ51P0K8",user/release-keys,t,Asia/Tokyo,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GRTMGFFP88AYH067BE",2023-09-01 02:00:48.000 +0530,2023-09-01 02:00:48.000 +0530,7.364619543967033,-14.825579176354148,11.775506767399007,-9.097368131980728,-5.975807080868601,"180",false,"0.901.103","2319LZ5138Z8",userdebug/release-keys,t,Asia/Taipei,default,,false,true,1,0,9,3,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GCKTEQPKA4Q83DG1MX",2023-08-27 02:28:45.000 +0530,2023-08-27 02:28:45.000 +0530,-9.731318701079546,1.150180296230697,-1.2193083004092737,1.825663219201013,-0.38812298165197245,"165",false,"0.901.103","2323LZ5172N8",user/release-keys,t,Europe/Stockholm,default,,false,true,0,2,2,52,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AGHQKJRCPAX8BSP9TE",2023-08-29 19:55:02.000 +0530,2023-08-29 19:55:02.000 +0530,26.579591663766607,1.7719593092052373,-1.239430108109188,2.215940428874851,-6.024879887214726,"140",false,"0.901.96","2241LZ502C78",user/release-keys,t,Europe/Amsterdam,default,,false,true,3,1,5,26,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GAEPDC5K5ST9S7YZPQ",2023-09-01 00:17:05.000 +0530,2023-09-01 00:17:05.000 +0530,-9.298698846181939,1.1653857135022527,-1.1453717324921042,1.6209365116755465,-0.14645256264345613,"165",false,"0.901.103","2323LZ535K68",user/release-keys,t,Australia/ACT,default,,false,true,1,0,9,56,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW4AFV8SERYZRZXPNWWMF",2023-08-04 10:59:09.000 +0530,2023-08-04 10:59:09.000 +0530,-5.307240409214266,-11.19160998187758,2.3642086179025927,-1.8842370356117624,-0.2875207624917295,"139",false,"0.901.96","2323LZ535K78",user/release-keys,t,Europe/Berlin,default,,false,true,0,0,17,52,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6G4C6DM96EVS7BV58QT",2023-08-30 15:10:29.000 +0530,2023-08-30 15:10:29.000 +0530,11.820581684874806,-4.975544688689102,11.934383800020536,-9.54495418187941,-2.526474485254544,"177",false,"0.901.103","2323LZ5172Z8",user/release-keys,t,America/Los_Angeles,default,,false,true,0,0,18,5,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6W7F8S387658F5TJ61J",2023-08-16 19:13:56.000 +0530,2023-08-16 19:13:56.000 +0530,-12.082371049521003,0.07117711085364037,-2.277194598806504,-6.684854486157639,-5.157969706887148,"191",false,"0.901.100","2326LZ50KTN8",user/release-keys,t,America/New_York,default,,false,true,0,0,19,16,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6W7EMDA8YDCHD9FY3V0",2023-08-16 17:41:37.000 +0530,2023-08-16 17:41:37.000 +0530,1.4821277345164108,-10.359003686485595,-4.460379314301822,3.608928253674249,0.8525726075955741,"190",false,"0.901.100","2324LZ50YEV8",user/release-keys,t,Asia/Hong_Kong,default,,false,true,0,0,0,12,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6GBNDRSH2RFK1TMP8RE",2023-09-01 01:02:37.000 +0530,2023-09-01 01:02:37.000 +0530,-9.332277190920305,0.9126716636741466,-0.8245187597604652,1.330181618860062,-0.8163966300464192,"165",false,"0.901.103","2241LZ502AU8",user/release-keys,t,Europe/Belfast,default,,false,true,1,0,11,23,reboot,LogiSight,2023-09-01 03:30:00.000 +0530
"01H96SW6W1R22V2BQ1WB0VEN17",2023-08-15 12:04:27.000 +0530,2023-08-15 12:04:27.000 +0530,-10.445666332900533,-0.727490643221063,-1.034667729649205,-6.210100056809192,-2.5324978818156314,"191",false,"0.901.100","2322LZ53UNY8",userdebug/release-keys,t,America/Los_Angeles,default,,false,true,0,2,0,37,cold,LogiSight,2023-09-01 03:30:00.000 +0530
"01H970QHE059R82STX2Y9HG2SW",2023-08-15 12:04:27.000 +0530,2023-08-15 12:04:27.000 +0530,-10.445666332900533,-0.727490643221063,-1.034667729649205,-6.210100056809192,-2.5324978818156314,"196",false,"0.901.100","2322LZ53UNY8",userdebug/release-keys,t,America/Los_Angeles,default,,false,true,0,2,0,37,cold,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QHDY3J2CWYW512JFFGP3",2023-08-26 12:48:40.000 +0530,2023-08-26 12:48:40.000 +0530,23.36130942662718,2.106114419524894,2.27400396094573,-5.196049740363214,0.8594437298128176,"197",false,"0.901.100","2241LZ502BT8",user/release-keys,t,America/Chicago,default,,false,true,2,3,20,41,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH303GMCFC37YF2Z2WHD",2023-08-30 11:56:22.000 +0530,2023-08-30 11:56:22.000 +0530,-4.346855138800656,-2.54290968816513,5.16421067199697,-4.701373820062388,-0.5671698237777899,"170",false,"0.901.103","2324LZ50YDG8",user/release-keys,t,Asia/Tokyo,default,,false,true,0,1,0,1,kernel_panic,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2X9PNA22FJQ37V6Y9W",2023-08-31 13:39:27.000 +0530,2023-08-31 13:39:27.000 +0530,28.737787651321586,-1.9561819165347625,-10.921927956364632,1.0229846483237377,-4.293267039482495,"177",true,"0.901.103","2323LZ5173Z8",userdebug/release-keys,t,Asia/Kolkata,default,,false,true,0,1,20,47,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH288J3P95WH23Q7540V",2023-09-01 03:47:11.000 +0530,2023-09-01 03:47:11.000 +0530,-9.294095291462538,1.535109240794304,-0.7642914717845843,1.4107746315150655,-0.49360870993959294,"170",false,"0.901.103","2241LZ502AN8",user/release-keys,t,America/Atikokan,default,,false,true,1,0,8,52,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2R1FJ7BAW72R78R87X",2023-09-01 02:31:52.000 +0530,2023-09-01 02:31:52.000 +0530,-7.229025569094408,-0.10886054309451601,2.728732114177804,1.2013632151183693,-0.24157410198262744,"170",false,"0.901.103","2323LZ537CG8",user/release-keys,t,America/Los_Angeles,default,,false,true,0,5,17,58,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2PSSR0A0P0JE15MXS4",2023-09-01 02:57:53.000 +0530,2023-09-01 02:57:53.000 +0530,-9.259300229417743,0.798174062138206,-1.1426651600290205,1.4813283744016181,-0.08726996655065818,"170",false,"0.901.103","2323LZ537CT8",user/release-keys,t,Australia/ACT,default,,false,true,1,0,12,5,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2PX5ZPARMX4FPQAKCY",2023-08-30 11:49:24.000 +0530,2023-08-30 11:49:24.000 +0530,-8.896100767198627,0.2033979726830302,-0.7894904745137534,1.030170778757576,-0.061832928572842526,"170",false,"0.901.103","2323LZ537EB8",user/release-keys,t,Australia/ACT,default,,false,true,0,5,21,25,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QHE5ZGXYG7Q8ZWYGYX34",2023-08-16 17:41:37.000 +0530,2023-08-16 17:41:37.000 +0530,1.4821277345164108,-10.359003686485595,-4.460379314301822,3.608928253674249,0.8525726075955741,"195",false,"0.901.100","2324LZ50YEV8",user/release-keys,t,Asia/Hong_Kong,default,,false,true,0,0,0,12,cold,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH27CQBW13F71X3DDMMM",2023-08-31 12:17:50.000 +0530,2023-08-31 12:17:50.000 +0530,-8.082404972551693,-0.03583676294958535,0.27742061537770163,0.1319478598091603,0.006155409924947925,"170",false,"0.901.103","2241LZ502CN8",user/release-keys,t,America/Chicago,default,,false,true,0,6,9,26,cold,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2GA0HHM3FH44KX820K",2023-09-01 05:13:32.000 +0530,2023-09-01 05:13:32.000 +0530,-8.179801232539601,1.4375881120181766,1.4922378433001147,2.31970191189564,0.045477911542691034,"170",false,"0.901.103","2323LZ535HV8",user/release-keys,t,Europe/Belfast,default,,false,true,1,0,8,50,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QFHK47VM578KZRX35FH8",2023-08-16 09:49:47.000 +0530,2023-08-16 09:49:47.000 +0530,26.7746252260132,-9.809560314738864,-0.6379903692089042,-2.7278718387308096,0.7065198579255114,"165",false,"0.901.50","2324LZ53M4D8",user/release-keys,t,Asia/Tokyo,default,,false,true,0,0,0,3,cold,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2JA9QM7EK5Y434W23T",2023-09-01 05:03:29.000 +0530,2023-09-01 05:03:29.000 +0530,-4.983647701166117,-2.6045438997051122,4.691710804159321,-3.6120019458291828,-0.8229223848586077,"170",false,"0.901.103","2241LZ502CE8",user/release-keys,t,Europe/Belfast,default,,false,true,0,2,8,8,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QHE4S6BHNXKHJ03HDH7T",2023-08-24 15:23:50.000 +0530,2023-08-24 15:23:50.000 +0530,0.9322668901603912,-6.502621684133284,-2.3406946915343956,2.679810841846982,2.4559155034005276,"195",false,"0.901.100","2327LZ50PBP8",user/release-keys,t,Asia/Chongqing,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH34QVQTXSNNT9PPKS1Z",2023-09-01 03:15:41.000 +0530,2023-09-01 03:15:41.000 +0530,-9.280467519047205,-1.6893851567075875,-1.9069250239810456,0.5999247262057932,-0.24050861749757346,"170",false,"0.901.103","2319LZ51KBP8",userdebug/release-keys,t,Asia/Taipei,default,,false,true,0,0,13,27,cold,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2NW196AERFTHTCNEGV",2023-09-01 03:18:47.000 +0530,2023-09-01 03:18:47.000 +0530,-9.330982849913408,0.1068924688495477,-1.4072701150936335,1.5200131741324094,-0.3992090913951975,"170",false,"0.901.103","2241LZ5028P8",user/release-keys,t,America/Los_Angeles,default,,false,true,0,3,4,56,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2G5JN2J0AX87A15FVJ",2023-08-31 14:13:55.000 +0530,2023-08-31 14:13:55.000 +0530,21.178559172435968,-12.045758855106541,-6.470228220855452,2.6809141869052855,5.1619845592883085,"172",false,"0.901.103","2324LZ50YDA8",user/release-keys,t,Asia/Hong_Kong,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QHE26643MQ9FKT0DMX1V",2023-08-26 08:52:26.000 +0530,2023-08-26 08:52:26.000 +0530,1.825906585544835,-10.404537661251783,-4.454947225288866,2.952604541600185,0.3747062557498322,"195",false,"0.901.100","2323LZ517378",user/release-keys,t,Europe/Berlin,default,,false,true,0,3,14,18,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QEV366AF6H6J0V5JZTQK",2023-08-27 17:46:11.000 +0530,2023-08-27 17:46:11.000 +0530,-6.848827036622539,-9.820655956907592,2.483325501759516,-1.2600414227514747,0.46903835006482436,"143",false,"0.901.96","2237LZ513XG8",user/release-keys,t,America/Los_Angeles,default,,false,true,5,4,13,12,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2QJACJ565VFGQM1M5N",2023-09-01 03:59:35.000 +0530,2023-09-01 03:59:35.000 +0530,-8.694903836853648,-1.3724980277508718,-0.20526500136221673,0.07072571222911386,-0.18170449063985006,"170",false,"0.901.103","2323LZ51VTU8",user/release-keys,t,Europe/Belfast,default,,false,true,0,1,8,21,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2BEPR8K75K78WVMZ7G",2023-08-25 07:49:30.000 +0530,2023-08-25 07:49:30.000 +0530,30.832242481823574,1.2986558118568474,-13.851931753331705,0.18932972102302595,-10.681574318683232,"174",true,"0.901.103","2237LZ513VU8",userdebug/release-keys,t,America/Los_Angeles,default,,false,true,0,0,0,1,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH282PR6DSZFJQT7G3E7",2023-09-01 03:49:26.000 +0530,2023-09-01 03:49:26.000 +0530,-8.736564546031387,0.5360120044629999,-0.38665246104884127,0.9266044924587779,-0.3957604167194912,"170",false,"0.901.103","2323LZ5172D8",user/release-keys,t,Europe/Belfast,default,,false,true,1,0,12,1,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QHE6YPHDE3C2X6E8DYZZ",2023-08-21 21:18:07.000 +0530,2023-08-21 21:18:07.000 +0530,-0.30924468983377024,6.053841984321951,24.83526821469562,13.645731343732043,-5.999245671940596,"201",false,"0.901.100","2241LZ5023V8",user/release-keys,t,America/Chicago,default,,false,true,0,3,0,10,cold,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2C61GWVH4JVKQSN5QA",2023-08-31 16:42:37.000 +0530,2023-08-31 16:42:37.000 +0530,-4.503650788244344,-1.8737603100632032,-0.8004084557412534,-0.22251461573229675,1.1438731911655822,"170",false,"0.901.103","2241LZ502DF8",user/release-keys,t,Europe/Warsaw,default,,false,true,0,0,6,1,kernel_panic,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2AN3MD621H2JSZCX11",2023-08-31 11:36:09.000 +0530,2023-08-31 11:36:09.000 +0530,14.090731933877791,-6.273276106765116,4.401388673722782,-7.088576572394631,-5.859195230458773,"181",false,"0.901.103","2319LZ513928",userdebug/release-keys,t,GMT,default,,false,true,0,0,0,0,reboot,LogiSight,2023-09-01 05:30:00.000 +0530
"01H970QH2KTQ6T48TVZMN7ATGD",2023-08-30 23:41:16.000 +0530,2023-08-30 23:41:16.000 +0530,3.689581064301864,-8.50673101567975,-3.788074211705358,0.19937849059555002,2.667560757846088,"171",false,"0.901.103","2325LZ51XVT8",user/release-keys,t,America/Chicago,default,,false,true,0,0,0,1,cold,LogiSight,2023-09-01 05:30:00.000 +0530
